stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,277.88,40.86,0,420.9,8.17,0,4.09,0,0,0,4.09,4.09,0,0,0,16.35,12.26,12.26,433.16,0,0,0,0,89.9,1299.48,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,65.26,8.56,0,23.54,12.84,0,0,1.07,0,0,0,0,0,0,0,13.91,14.98,0,143.35,0,0,2.14,0,502.8,112.33,1.07,0,282.42,0,0,28.88,2.14,0,2.14,0,0,0
21Day,49.53,0,4.02,16.06,9.37,0,1.34,0,0,0,0,4.02,0,1.34,2.68,0,2.68,1.34,129.84,0,0,9.37,0,22.76,13.39,0,2.68,368.1,9.37,0,4.02,0,6.69,0,0,0,4.02
3Month,1.6,0.64,1.6,21.76,0,0.32,0,3.2,7.68,0.32,0,4.16,2.88,0.32,8.64,0.32,16,6.4,87.35,2.24,0,4.48,0.32,0.64,0.32,1.6,0.64,0.96,0.32,3.2,0,0.32,0,0,0.96,9.92,2.56
22Month,0,0.55,2.73,8.75,0,1.09,0,1.64,5.47,0,0,14.21,1.09,0,10.39,0,6.01,5.47,119.72,0,0.55,2.19,0,0,0,0,0,0,1.09,11.48,0,0.55,0,0,0,0,1.09
