stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,12.26,12.26,0,0,0,0,0,171.63,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,8.56,3.21,3.21,0,1.07,0,0,0,0,0,0,0,0,2.14,1.07,8.56,0,1.07,0,0,55.63,41.72,0,0,0,16.05,0,0,0,4.28,2.14,1.07,0,0,0
21Day,5.35,0,0,12.05,1.34,25.43,0,10.71,0,1.34,0,1.34,0,10.71,0,0,1.34,4.02,18.74,0,0,0,0,22.76,18.74,0,2.68,0,2.68,2.68,0,0,9.37,0,0,0,0,1.34
3Month,0,0,0.64,13.12,0,0,0.64,0.64,4.48,5.44,0,20.8,2.88,1.6,8.32,0.32,0.96,5.76,5.12,1.28,0,1.6,1.28,2.56,0,0.64,0.32,0,0,1.92,0.32,27.52,0,0,0,2.24,37.11,7.04
22Month,1.09,4.92,1.64,8.2,0,0,0.55,2.19,2.73,8.2,3.28,85.82,4.37,2.19,12.03,0,0.55,10.39,6.01,0,3.28,0.55,0,0,0.55,1.64,0,1.09,1.09,0.55,0,3.28,0,0,0,0,0,6.56
