stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,39.58,8.56,1.07,13.91,2.14,17.12,0,0,0,0,0,0,0,9.63,44.93,19.26,33.16,0,1.07,0,1.07,1157.51,2780.39,0,0,69.54,1.07,2.14,23.54,0,0,2.14,0,0,0
21Day,18.74,0,0,22.76,4.02,18.74,13.39,0,0,1.34,0,4.02,6.69,0,14.72,4.02,25.43,0,1.34,4.02,1.34,305.19,1179.25,1.34,1.34,13.39,6.69,1.34,0,4.02,10.71,0,0,0,5.35
3Month,0,0.96,0,3.84,0.32,0,0.32,0.32,0.32,2.24,0.32,0.32,1.28,0.96,2.56,0.64,4.8,1.92,0,0.32,0.32,19.84,44.79,1.6,0,0.32,0.96,74.23,0,0,0,2.24,0.32,0.64,0.32
22Month,0,0,0,1.64,1.09,0,0,0,1.09,2.73,0,1.09,0,0,0,0.55,6.01,0.55,0,0.55,0,1.64,1.09,0.55,0,0,0,5.47,0,0,0,0,0,0,0
