stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,32.69,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,5.35,1.07,9.63,0,0,1.07,0,69.54,20.33,0,0,12.84,0,0,2.14,0,0,0,0,0
21Day,5.35,0,0,14.72,0,1.34,0,1.34,0,0,0,0,0,0,2.68,1.34,1.34,8.03,0,25.43,0,0,2.68,0,12.05,5.35,0,0,2.68,1.34,0,2.68,1.34,0,0,0,0
3Month,0.64,17.6,3.2,152.62,0.96,0,1.6,1.92,0.32,20.8,19.84,0,101.42,20.16,2.56,95.66,8.64,53.75,52.15,29.12,5.44,0,10.56,8.64,6.4,0.32,6.72,2.88,0.96,6.72,14.72,2.24,0,0.96,11.52,1.92,30.4
22Month,0.55,8.75,3.83,18.59,0.55,0,0,1.64,0,3.83,9.29,4.92,53.57,3.28,4.37,46.47,0.55,3.28,9.29,13.12,0.55,2.19,3.83,0,1.09,0.55,3.28,0.55,0,0.55,0.55,1.09,0,0.55,0,0,5.47
