stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,28.6,4.09,0,0,0,0,0,4.09,0,0,0,12.26,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,7.49,1.07,1.07,0,0,0,0,0,0,0,0,58.84,3.21,0,0,0,14.98,2.14,5.35,7.49,8.56,3.21,0,0,3.21,0,0,0,0,0,9.63,0,0,0
21Day,0,1.34,6.69,13.39,1.34,6.69,0,0,1.34,0,77.63,0,2.68,64.25,1.34,5.35,0,6.69,0,0,4.02,1.34,13.39,4.02,12.05,0,0,1.34,9.37,0,1.34,0,1.34,2.68,0,0,1.34
3Month,0.32,4.48,12.16,62.39,0,0,2.24,10.24,6.08,0,74.87,7.36,0.96,333.07,4.48,3.84,5.76,2.88,0.96,0.32,1.6,48.63,0.96,0.32,55.03,0.64,0,0.32,2.88,5.44,0.64,0,0,2.24,1.28,1.92,2.56
22Month,0.55,9.29,42.09,114.25,0,0,1.09,16.95,18.04,2.73,595.85,3.83,0.55,599.13,3.83,0.55,14.76,8.75,1.09,6.56,1.64,0.55,0,0.55,52.48,2.73,1.64,0.55,1.09,1.09,2.19,1.09,0,1.64,0,0,0
