stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,77.64,138.94,0,367.78,4.09,8.17,0,8.17,0,4.09,0,57.21,0,0,0,4.09,40.86,77.64,629.31,539.41,0,0,0,8.17,1270.87,3093.41,4.09,0,118.51,0,0,0,4.09,0,0,106.25,0,0,0
72hpf,43.86,48.14,0,96.28,20.33,25.67,0,3.21,0,4.28,0,1.07,0,0,13.91,0,71.68,272.8,75.96,232.14,0,9.63,8.56,10.7,346.61,369.08,7.49,11.77,305.96,6.42,0,2.14,88.79,1.07,0,78.09,0,0,1.07
21Day,111.1,25.43,29.45,527.38,17.4,196.76,0,96.37,4.02,32.12,2.68,0,30.79,42.83,135.19,37.48,29.45,303.85,212.83,432.35,1.34,1.34,80.31,5.35,210.15,203.46,16.06,12.05,230.23,38.82,0,4.02,50.86,2.68,24.09,32.12,1.34,0,57.56
3Month,1.6,9.6,4.16,91.83,0.96,0,1.6,3.84,25.28,36.15,0,0,56.95,59.19,7.36,25.6,6.4,25.28,68.15,37.11,7.04,0,18.24,6.08,4.16,0.32,13.76,1.6,1.6,6.4,0.32,45.43,1.28,0,0,0.96,7.68,9.6,26.24
22Month,0.55,21.32,4.37,58.49,0,0,4.37,2.73,18.04,106.6,21.32,0,173.29,39.91,15.31,40.45,2.73,10.93,117.53,47.01,2.73,6.01,13.12,0.55,3.28,0.55,17.49,1.09,2.19,0.55,0,19.68,2.73,0,0,1.09,1.64,0,20.77
