stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,1.07,0,5.35,4.28,6.42,0,0,1.07,0,0,0,0,0,3.21,20.33,0,52.42,0,0,0,0,1079.42,28.88,0,20.33,43.86,0,0,10.7,0,1.07,1.07,0,0,0
21Day,2.68,2.68,1.34,6.69,2.68,5.35,0,0,0,0,1.34,0,2.68,4.02,0,9.37,2.68,41.49,0,0,1.34,0,252.98,6.69,0,9.37,8.03,8.03,0,10.71,0,4.02,0,0,0,1.34
3Month,0,2.88,1.92,8,0.32,0,0.64,4.48,1.28,1.6,6.08,2.24,0.32,36.15,2.24,8.32,2.88,23.36,9.28,0,0.96,0.32,6.72,0,0.64,2.24,0,2.24,30.4,21.76,0,0,0,0.32,2.24,1.28
22Month,0.55,1.09,1.64,4.92,0,0,0,4.92,1.09,2.19,8.75,0.55,0,9.29,2.73,2.19,1.64,36.63,5.47,0.55,1.09,0,12.03,1.09,3.28,1.09,0,0,22.41,55.76,2.19,0,0,0,0,1.09
