stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,57.77,1.07,4.28,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.07,0,0,0,0,16.05,4.28,0,0,1.07,1.07,0,1.07,0,0,0,0,0
21Day,6.69,0,40.16,0,6.69,0,0,0,0,0,0,1.34,0,4.02,0,0,2.68,0,13.39,0,0,0,0,10.71,6.69,0,1.34,2.68,0,0,0,1.34,0,0,0,1.34
3Month,0,2.24,223.96,0,0,1.6,0,0.64,5.76,0,0,165.41,5.12,1.28,9.28,9.92,18.88,2.56,20.48,1.92,2.88,1.28,0.96,6.4,0,0.64,0.32,0.64,4.16,3.84,0.64,0,0.64,1.28,1.6,5.44
22Month,0,2.73,162.36,0,0,1.09,0.55,0.55,4.92,2.73,0,171.1,5.47,0.55,4.37,0.55,15.85,3.28,45.92,0,10.93,1.64,0,8.75,0,0.55,0,0,0,1.09,3.28,0,0,0,0,1.09
