stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,8.17,12.26,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,2.14,0,6.42,1.07,11.77,0,1.07,0,0,0,0,0,1.07,0,7.49,10.7,1.07,6.42,0,0,0,1368.26,42.79,4.28,6.42,10.7,0,0,6.42,0,1.07,0,0,0,0
21Day,4.02,1.34,0,16.06,0,17.4,0,1.34,0,1.34,0,2.68,0,2.68,1.34,0,2.68,1.34,17.4,0,0,1.34,831.23,10.71,1.34,4.02,12.05,28.11,0,12.05,4.02,6.69,1.34,0,0,2.68
3Month,0,0.32,0.32,3.84,0,0,0,0.32,0,0.64,0,3.52,0,0.32,2.56,0,0.32,0.64,0.64,0.32,0,0,0.32,0,0.32,0,0,0.32,0.96,0,0,0,0,0.64,0,0.64
22Month,0.55,1.09,0,3.83,0,0,0.55,0,0.55,2.73,1.09,49.2,2.19,0.55,3.83,0,0,2.73,4.37,0,0.55,0,0,0.55,1.09,0,0,0,1.09,1.09,0,0,0,1.09,0.55,0.55
