stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,24.52,53.12,0,0,0,28.6,1209.58,4.09,0,16.35,0,0,0,0,0,4.09,0,0,0
72hpf,14.98,2.14,0,7.49,2.14,5.35,0,1.07,0,0,0,0,2.14,0,1.07,10.7,8.56,37.44,1.07,2.14,0,351.96,434.34,1.07,0,26.74,0,1.07,17.12,0,1.07,2.14,0,0,0
21Day,1.34,1.34,0,14.72,0,13.39,0,6.69,1.34,0,1.34,1.34,25.43,0,0,2.68,13.39,32.12,0,2.68,0,109.76,100.39,0,1.34,14.72,4.02,0,10.71,0,1.34,5.35,0,0,2.68
3Month,0.64,0.32,0.32,4.8,0,0,0,0,3.52,0,2.56,2.24,0.32,1.6,0,0.32,9.92,4.16,0,0,0.32,0.96,0.96,0.64,0.32,0.32,0.64,22.4,0.32,0,0,0,0.64,5.12,3.52
22Month,0,2.73,0,1.09,0.55,0,0.55,0,12.57,0.55,18.59,2.73,1.09,2.19,0.55,0,14.76,4.37,0,1.64,0,0.55,0,1.09,1.09,0,0,2.73,1.09,0.55,0,0,0,0,4.37
