stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,4.09,106.25,0,0,0,12.26,8.17,16.35,0,0,20.43,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,6.42,143.35,3.21,0,0,0,0,0,0,0,0,0,11.77,46,2.14,207.54,0,1.07,19.26,31.02,38.51,14.98,0,0,170.1,0,0,6.42,0,1.07,0,0,0
21Day,16.06,1.34,0,16.06,143.22,2.68,0,2.68,0,1.34,0,29.45,0,9.37,0,26.77,42.83,50.86,34.8,0,0,34.8,9.37,9.37,5.35,1.34,0,4.02,9.37,0,4.02,0,2.68,0,0,5.35
3Month,0.96,3.52,6.08,39.35,50.23,0,5.44,0,5.76,8.64,0.32,1915.86,8.32,1.6,32.63,119.02,16.32,40.95,18.88,3.52,4.16,5.76,127.66,11.2,0,3.84,2.24,5.76,31.36,8.96,1.92,0.32,0,6.08,6.4,30.4
22Month,0,1.09,2.19,15.85,22.96,0,1.64,0,0,3.83,2.73,393.04,0.55,1.64,2.73,30.07,5.47,26.24,2.73,0,11.48,1.64,10.39,9.84,0,2.19,1.64,0.55,0.55,6.56,0.55,0,0,1.09,0,18.59
