stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,0,73.56,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,4.28,5.35,0,13.91,9.63,2.14,0,1.07,0,0,1.07,0,0,0,0,0,0,1.07,74.89,0,20.33,0,0,2.14,0,246.05,46,2.14,0,0,31.02,0,0,10.7,1.07,5.35,0,0,0
21Day,4.02,2.68,1.34,17.4,6.69,6.69,0,2.68,0,5.35,0,0,0,2.68,0,8.03,0,0,20.08,2.68,60.23,4.02,0,17.4,0,49.53,22.76,4.02,0,0,24.09,1.34,0,13.39,2.68,0,0,0,4.02
3Month,0.64,8.32,0.64,32.63,3.52,0,0,0,1.28,18.56,3.2,0.32,0,162.21,9.6,0.64,5.44,2.88,13.44,8,47.99,18.56,0,4.48,1.6,18.88,1.6,3.84,0.32,0,1.6,1.28,62.39,1.28,0,0.64,2.24,62.07,2.24
22Month,0,16.95,0.55,22.41,2.73,0,1.09,0,0.55,3.28,4.37,4.37,0,66.69,3.28,2.73,1.64,0.55,6.01,3.83,44.28,2.19,1.64,5.47,0,12.03,1.64,8.2,0,0.55,0,0,16.4,11.48,0,0.55,0,0,0
