stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,4.09,4.09,0,0,0,0,0,0,0,0,0,12.26,0,0,32.69,0,0,0,4.09,4.09,159.37,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,3.21,2.14,0,0,0,0,0,0,0,0,0,2.14,7.49,0,20.33,0,0,0,0,265.31,31.02,1.07,0,0,7.49,0,0,9.63,0,2.14,0,0,0
21Day,1.34,0,0,2.68,8.03,1.34,0,1.34,0,0,1.34,0,0,0,0,0,0,0,26.77,0,0,4.02,0,49.53,5.35,1.34,0,0,10.71,1.34,1.34,2.68,6.69,1.34,0,0,2.68
3Month,3.52,3.2,0,45.75,2.56,0,0.32,0.64,0.32,0,2.88,0.96,13.44,3.2,2.56,16.32,5.12,7.36,24.32,3.2,0,1.6,7.68,9.6,0.96,5.76,2.24,0,2.24,1.28,47.67,0.32,0,1.6,2.24,42.87,1.28
22Month,0,1.09,0.55,18.04,1.09,0,0.55,0,0,0.55,1.09,0,19.13,2.73,2.73,2.73,0,3.28,6.01,0.55,1.09,0,0,2.19,0.55,3.28,2.73,0.55,0,0,9.84,1.64,0,0,0.55,0,0
