stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,32.69,0,0,0,0,0,0,0,0,0,0,0,40.86,326.91,4.09,0,0,0,0,0,4.09,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,73.82,37.44,5.35,0,0,1.07,0,1.07,0,0,3.21,0,27.81,537.04,1.07,5.35,0,0,1.07,0,46,20.33,4.28,3.21,0,10.7,1.07,0,0,3.21,0,0,0,0,1.07
21Day,1.34,2.68,4.02,243.61,16.06,8.03,0,2.68,25.43,5.35,0,4.02,20.08,100.39,6.69,29.45,108.42,10.71,26.77,0,0,2.68,0,22.76,17.4,9.37,13.39,0,34.8,13.39,0,2.68,0,0,2.68,0,0,70.94
3Month,0.32,9.92,7.68,334.03,5.44,0,0.64,1.6,635.74,42.23,0.32,55.03,281.24,28.48,37.75,50.23,42.87,56.31,25.28,2.88,0.64,43.83,2.56,5.76,0.96,38.71,16.32,0,4.48,9.6,1.28,26.56,0.96,0,0,5.12,6.4,141.1
22Month,0.55,21.32,38.27,229.59,5.47,0,2.73,2.73,623.19,238.34,34.44,106.05,289.73,125.18,57.95,19.13,39.91,113.7,15.85,0,2.73,50.29,0.55,6.01,0.55,87.46,48.65,2.19,4.37,8.2,0,57.4,2.73,1.09,0,9.84,0,188.6
