stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,10.71,1.34,0,0,0,0,0,0,0,0,0,6.69,1.34,0,0,0,1.34,0,4.02,0,0,0,0,1.34,0,0,0,1.34,1.34,0,0,0,0
3Month,0.32,0.32,0.96,126.7,0,0.64,1.92,1.6,0,14.4,4.8,1.6,9.6,5.12,55.67,27.52,2.88,1.92,0,0.32,0.64,5.12,0,0.32,0.96,0,0,0.64,7.36,4.16,0.96,0,0,0.64,55.35,8.96
22Month,0,1.09,0.55,22.41,0,0,0,0.55,1.64,28.97,1.64,0.55,6.56,2.19,14.76,14.21,2.19,0,0.55,0.55,0,1.64,0,2.73,0,0.55,0,0,4.92,55.76,7.11,0,0.55,0,0,10.39
