stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,0,0,0,1.07,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,1.34,4.02,0,0,0,1.34,1.34,1.34,0,0,0
3Month,0,0.96,0.64,3.84,0.32,0.96,0.96,8.32,1.92,0.32,3.52,0.32,1.6,2.24,1.6,0.64,0.64,0.32,0,0.32,0,0.32,39.67,0,0,0.32,327.31,1.28
22Month,0,0.55,0,0,0,0,0.55,6.56,0,0,0,0,0,0,1.09,0,0,0,0,0.55,3.83,0,39.36,0,0,0,1.09,0
