stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,4.09,0,0,0,0,0,0,0,8.17,4.09,0,0,0,4.09,4.09,8.17,20.43,0,4.09,0,0,73.56,85.81,0,0,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,0,2.14,0,8.56,59.91,3.21,0,0,0,0,8.56,0,0,0,0,0,1.07,2.14,10.7,1.07,7.49,0,0,0,0,47.07,19.26,0,6.42,0,5.35,1.07,0,3.21,6.42,0,12.84,0,0,0
21Day,6.69,0,2.68,48.19,5.35,4.02,0,4.02,0,8.03,5.35,1.34,0,1.34,76.3,4.02,2.68,2.68,34.8,10.71,24.09,0,0,2.68,0,10.71,0,1.34,17.4,0,1.34,2.68,0,4.02,2.68,0,2.68,0,0,0
3Month,4.48,14.08,23.04,254.36,8.32,0,8,1.6,1.92,264.92,460.41,1.6,0,1447.45,4039.36,4.48,183.65,23.68,75.83,73.59,73.27,38.07,2.24,75.83,15.68,8.64,1.92,8.64,29.12,0,1.28,26.24,16.32,47.67,12.8,1.6,2.24,24,35.51,17.92
22Month,2.73,30.61,16.95,306.13,7.65,0,17.49,2.19,0.55,253.65,997.1,20.77,0,1367.73,1202.09,8.2,147.05,2.73,41.55,98.94,195.16,3.28,26.24,100.04,1.09,11.48,3.28,9.84,43.19,3.28,3.28,9.84,0,103.32,40.45,2.73,3.83,8.75,1.09,11.48
