stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,44.95,0,98.07,0,4.09,0,0,0,4.09,0,0,0,0,0,16.35,12.26,8.17,911.27,0,0,0,130.76,5283.72,0,0,167.54,0,0,0,0,0,0,0,0,0
72hpf,37.44,2.14,0,46,2.14,4.28,0,0,0,0,0,0,0,0,0,4.28,21.4,1.07,219.31,0,0,0,231.07,230.01,0,1.07,172.24,0,0,116.61,0,0,2.14,0,0,0
21Day,25.43,1.34,6.69,37.48,0,1.34,0,0,0,0,0,0,1.34,0,1.34,1.34,8.03,2.68,192.75,0,2.68,0,20.08,28.11,0,2.68,61.57,10.71,0,6.69,1.34,1.34,2.68,0,0,1.34
3Month,0.32,3.2,0.96,50.87,0.32,0,0.64,0,0.96,4.16,0,6.08,1.6,0,15.36,1.28,8.96,3.52,49.91,48.31,3.84,0.64,0.32,0,1.28,0.32,6.72,0.96,4.48,0.32,0,0,0.32,16.96,1.6,1.28
22Month,0,2.19,3.83,22.41,0,0,0.55,0.55,1.09,10.93,2.73,14.76,0,0.55,7.11,0,2.19,0.55,24.6,3.28,1.09,0,0.55,0,1.09,0,6.01,0,2.19,0,0,0,0,1.09,0,0.55
