stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,73.56,0,0,0,0,28.6,629.31,4.09,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,9.63,22.47,1.07,0,0,0,0,0,0,0,0,0,0,4.28,7.49,2.14,6.42,0,0,0,1.07,42.79,34.23,3.21,0,5.35,0,0,17.12,0,0,0,0
21Day,1.34,0,0,10.71,13.39,0,0,0,0,0,0,0,1.34,0,29.45,0,4.02,6.69,0,5.35,0,0,1.34,0,22.76,17.4,1.34,0,6.69,0,9.37,6.69,0,0,0,4.02
3Month,0,1.92,2.24,60.47,1.28,0,0.64,0.32,0.32,2.24,4.8,0,35.83,5.76,2.56,5.12,16.96,8.96,4.16,15.04,2.88,0,1.92,4.48,6.72,0.96,5.12,2.56,0.96,3.84,87.35,0.64,1.6,3.52,1234.04,8.64
22Month,0,3.83,0.55,50.29,0.55,0,0.55,0,0.55,1.64,8.75,4.92,61.77,2.73,2.19,6.56,8.75,3.28,9.84,15.85,1.09,1.64,0,1.64,6.01,0,2.73,1.64,0.55,0.55,23.51,2.73,0,6.01,6.56,5.47
