stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,1.34,0,0,0,0,0,4.02,0,0,1.34,65.59,1.34,0,0,0,0,2.68,1.34,0,0,1.34,0,0,0,0,0
3Month,0.32,0.96,9.28,0.64,0,1.28,2.88,0,39.99,1.6,0,4.16,0.32,1.6,751.24,2.88,0.96,0.32,0.32,1.6,0.32,0.32,0.64,0,3.2,1.6,0,1.6,4.16,2.24
22Month,2.19,0,3.83,1.64,0,0,1.64,1.09,237.25,1.64,0,3.28,0,1.09,194.61,1.09,0,4.92,1.09,0,0,0,0,0.55,0.55,0.55,1.64,0,0,0
