stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,53.12,0,40.86,4.09,0,0,4.09,0,0,0,0,4.09,0,0,0,4.09,12.26,0,20.43,1622.3,0,0,0,8.17,8.17,335.09,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,18.19,78.09,0,23.54,0,7.49,0,0,0,0,0,0,0,0,0,1.07,0,315.59,13.91,0,230.01,0,8.56,7.49,1.07,44.93,37.44,2.14,0,18.19,9.63,1.07,1.07,0,0,1.07,0,0,0
21Day,4.02,10.71,2.68,52.2,0,6.69,0,0,0,9.37,0,0,0,1.34,1.34,2.68,160.62,8.03,2.68,10.71,111.1,0,0,30.79,0,9.37,13.39,8.03,0,8.03,18.74,1.34,1.34,0,4.02,1.34,0,0,1.34
3Month,8.32,39.35,5.76,177.25,0.32,0,3.52,0.64,0.32,134.38,10.56,0.96,0,36.79,12.48,0.96,1107.66,2.24,8.64,20.48,34.55,2.56,0.32,40.95,2.24,1.6,0,27.84,0.64,2.24,16.32,37.11,0.96,0,0,0,3.52,22.4,8
22Month,4.37,15.85,13.12,75.98,0,0,1.64,0,0,83.64,10.93,619.91,0,75.98,2.73,1.64,1510.95,1.09,2.19,11.48,15.85,0,6.56,14.76,0,0.55,0,26.79,3.28,0.55,3.28,22.96,1.09,1.09,0,0,0,0,3.28
