stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,20.43,32.69,0,4.09,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,9.63,10.7,0,0,0,0,0,0,0,0,0,5.35,52.42,0,0,0,0,0,0,20.33,16.05,0,0,0,1.07,0,0,0,14.98,0,0,0,0,0
21Day,1.34,0,0,42.83,8.03,1.34,0,0,0,0,2.68,0,0,0,1.34,28.11,2.68,1.34,0,0,0,0,13.39,6.69,0,0,0,5.35,1.34,0,0,0,1.34,2.68,0,0,0
3Month,0,2.56,0.64,157.74,4.8,0,0.32,1.92,3.52,0,40.63,6.4,0.64,10.88,23.04,16.96,4.16,16,1.92,0.32,0.96,7.04,32.95,1.28,4.8,1.28,0,2.24,2.88,0.32,25.6,0.96,0,1.92,2.88,1056.47,4.16
22Month,0,3.83,0,86.37,3.28,0,1.09,1.64,7.65,12.03,280.98,3.28,1.09,9.29,4.92,3.28,5.47,11.48,0.55,13.67,1.09,0,10.93,1.64,2.19,1.09,1.64,1.09,1.64,0,29.52,1.64,0,0.55,0,2.73,2.73
