stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,51.35,17.12,0,0,1.07,0,0,0,0,0,0,0,0,22.47,32.09,2.14,1.07,0,0,0,0,21.4,10.7,1.07,0,0,1.07,0,0,2.14,0,0,0,0
21Day,4.02,0,2.68,113.78,9.37,6.69,0,1.34,6.69,1.34,0,0,0,0,101.73,0,1.34,26.77,2.68,2.68,0,0,41.49,0,6.69,12.05,6.69,1.34,0,1.34,10.71,0,2.68,1.34,0,0,6.69
3Month,0,3.84,8.96,454.97,9.28,0,0.64,0,165.73,4.48,0,0,59.19,10.56,2.24,16.64,32.31,13.44,16.64,7.36,1.6,0.64,16,7.04,14.72,0,31.04,1.6,0,0.64,2.88,44.79,0.32,0,3.52,15.04,16
22Month,0,2.73,144.86,617.72,9.84,0,0.55,0.55,449.9,8.75,8.2,0,190.24,3.28,2.73,97.3,39.91,17.49,28.97,10.93,0,4.37,19.13,0.55,22.41,1.09,69.97,2.73,0.55,0,1.64,9.84,1.09,0,1.09,0,8.75
