stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,110.33,0,249.27,4.09,0,0,0,0,0,0,20.43,0,0,0,0,49.04,110.33,65.38,106.25,0,0,0,0,20.43,404.55,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,7.49,39.58,0,85.58,7.49,5.35,0,1.07,0,0,0,0,0,0,3.21,0,63.12,150.84,13.91,74.89,0,2.14,2.14,0,47.07,70.61,2.14,3.21,85.58,0,0,8.56,0,0,0,0,0
21Day,22.76,14.72,5.35,546.12,1.34,12.05,0,4.02,1.34,1.34,0,0,2.68,1.34,64.25,33.46,20.08,327.94,74.96,116.45,0,0,16.06,1.34,38.82,34.8,4.02,8.03,70.94,17.4,1.34,5.35,1.34,0,1.34,0,17.4
3Month,0.32,7.36,4.48,130.22,0.64,0,0.96,1.28,10.88,6.72,0.64,0,5.44,12.16,6.08,49.91,8.64,91.83,30.4,21.76,4.16,0.32,7.36,3.52,2.56,0.64,3.2,1.28,2.56,1.6,3.84,0,0,0.32,3.2,4.8,8
22Month,0,6.01,4.37,39.91,0,0,0,1.09,11.48,22.41,9.84,0,41.55,1.64,17.49,31.16,1.09,20.77,40.45,22.96,2.73,2.19,2.73,0,1.64,0,3.28,2.73,0.55,0.55,2.73,0.55,0,0.55,2.19,0,4.92
