stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,20.43,0,49.04,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,12.26,16.35,49.04,0,0,0,0,4.09,249.27,0,0,8.17,0,0,0,0,4.09,0,0,0
72hpf,3.21,2.14,0,4.28,3.21,9.63,0,1.07,0,0,0,0,0,0,0,0,3.21,20.33,0,17.12,0,3.21,0,0,57.77,46,0,0,23.54,1.07,0,6.42,0,3.21,0,0,0
21Day,17.4,1.34,1.34,24.09,1.34,17.4,0,5.35,0,0,1.34,0,5.35,0,9.37,2.68,0,10.71,5.35,33.46,0,0,2.68,0,20.08,16.06,0,1.34,9.37,1.34,0,2.68,0,0,0,0,4.02
3Month,0.96,5.44,1.92,39.03,0.32,0,1.6,2.24,4.16,8,0.32,0,160.29,8.32,3.2,34.55,3.84,12.8,12.16,20.8,5.44,0,3.84,2.56,3.52,0.32,2.88,1.6,1.92,2.24,20.16,0.64,0,0,5.44,15.68,11.2
22Month,0,3.28,1.64,10.93,0,0,2.19,0.55,3.28,9.29,6.56,0,208.82,3.28,4.92,22.41,0.55,2.19,10.39,12.57,2.73,1.64,4.37,0,2.73,1.09,3.28,3.83,0.55,0,6.56,0.55,1.64,0,0.55,0,4.37
