stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,28.6,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,4.28,1.07,5.35,0,0,0,0,0,0,0,0,0,2.14,11.77,0,12.84,0,1.07,1.07,561.64,19.26,0,1.07,8.56,0,2.14,5.35,1.07,2.14,0,0,0,0
21Day,2.68,5.35,8.03,0,25.43,0,8.03,0,1.34,0,4.02,0,6.69,4.02,0,12.05,0,65.59,0,0,5.35,704.07,13.39,0,6.69,16.06,17.4,4.02,5.35,9.37,5.35,2.68,0,0,5.35
3Month,0,1.6,7.04,0,0,0,0,0.96,0.64,0,2.88,0.32,0.64,34.87,0,8.64,2.56,12.48,2.56,0,0.32,11.52,0.32,0.64,11.52,0.96,1.6,33.59,6.72,0,0,0,0.64,33.91,2.24
22Month,0,4.92,9.29,0,0,0.55,0,0.55,0.55,1.09,10.93,1.09,1.09,19.68,0.55,1.09,1.64,26.79,1.64,0.55,0.55,25.15,1.09,1.09,10.93,4.92,0,28.97,31.16,1.09,0,0,0.55,0,0.55
