stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,0,3.21,0,0,0,0,0,0,0,0,0,5.35,21.4,121.96,0,2.14,0,4.28,0,7.49,8.56,4.28,0,0,0,2.14,0,0,0,2.14,0,1.07,0,0,0
21Day,0,0,1.34,13.39,0,0,0,0,0,0,1.34,0,12.05,0,0,2.68,1.34,0,0,2.68,0,0,0,5.35,4.02,0,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0
3Month,0.96,4.48,31.36,222.36,0.32,0,6.4,0.64,0.32,16.96,25.28,0.64,3264.12,92.15,1.28,266.2,10.88,73.59,12.16,22.08,4.16,7.36,7.36,358.02,2.24,0.32,3.84,3.84,0,0.96,46.71,1.28,8.32,2.24,0,0,8,8,19.84
22Month,0.55,1.64,12.57,37.17,0,0,6.01,0,0,2.73,6.56,3.28,2110.63,18.04,1.64,140.49,1.64,18.59,6.01,4.92,0.55,83.64,2.73,23.51,1.09,0,0,1.64,1.09,0.55,2.73,0,0,1.64,3.28,0,0,0,2.19
