stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,44.95,0,0,0,0,12.26,208.41,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,6.42,0,0,0,0,18.19,24.61,0,0,0,5.35,0,4.28,1.07,0,0,0
21Day,4.02,0,0,9.37,0,2.68,0,1.34,0,1.34,0,0,0,0,1.34,0,0,2.68,1.34,20.08,0,0,1.34,0,16.06,12.05,0,1.34,0,4.02,2.68,53.54,1.34,0,0,0
3Month,2.88,4.16,0.32,35.19,0,0,1.92,0.64,0.32,7.36,9.6,0,35.19,11.84,0.64,20.48,3.2,8.96,13.12,8.96,3.2,0.32,2.56,2.88,2.24,0,2.88,2.24,0,0.96,13.12,1726.13,0.32,8.32,295.95,11.2
22Month,0,1.09,0,3.83,0,0,0,0,0,1.64,4.92,3.28,48.11,1.09,0.55,4.37,0,1.09,3.83,4.92,0,0,0,0,2.19,0,1.64,2.19,1.09,0.55,1.09,195.7,0,0.55,0,2.19
