stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,16.35,16.35,0,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,0,1.07,0,0,1.07,0,0,0,0,0,0,0,0,1.07,7.49,0,5.35,0,1.07,0,1.07,11.77,4.28,0,0,0,3.21,0,0,0,1.07,1.07,0,0,0
21Day,5.35,0,0,20.08,0,5.35,0,8.03,0,2.68,0,0,0,0,6.69,1.34,0,2.68,0,16.06,0,0,2.68,0,10.71,5.35,0,0,0,20.08,1.34,1.34,2.68,1.34,1.34,0,0,0
3Month,0,0.64,0.64,23.04,0.32,0,0,1.28,0.64,8.96,0,0,72.63,6.72,0.32,8,1.28,4.48,2.88,5.76,2.56,0,2.24,1.28,0.64,0.32,1.28,0.32,0,0.32,1.6,14.4,0.32,0.32,0,1.28,2.24,5.12
22Month,0.55,0,0.55,9.29,0.55,0,0.55,0,3.83,14.21,6.56,0,172.74,5.47,3.83,13.67,0,2.19,9.29,13.12,0.55,2.19,1.09,0,0.55,0.55,1.64,1.09,1.09,2.19,0,7.65,0,1.09,0,0,0.55,2.19
