stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,20.43,0,0,4.09,0,0,0,4.09,0,106.25,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,12.84,0,0,0,0,0,0,0,0,0,5.35,0,2.14,0,0,0,1.07,17.12,28.88,3.21,0,0,1.07,0,0,2.14,0,0,0,0,0
21Day,0,1.34,0,14.72,8.03,0,0,0,0,0,0,0,0,2.68,4.02,0,2.68,0,0,0,0,6.69,1.34,2.68,0,0,0,0,1.34,1.34,0,0,0,0,0
3Month,0,0.96,0.96,231.64,5.44,0.64,1.6,4.48,0,23.68,8.32,0.32,9.6,36.15,7.36,5.76,5.12,1.6,0.32,1.92,8.96,30.08,0.96,7.36,1.28,0,1.6,4.16,143.34,1.28,0.32,3.2,1.92,810.11,4.8
22Month,0.55,1.64,0.55,103.32,2.19,0,1.09,4.37,3.28,69.97,3.28,2.73,7.11,7.65,2.73,4.92,6.56,0.55,1.64,0.55,1.09,7.65,0.55,8.2,0,1.09,1.09,1.09,65.6,1.64,0,0.55,0,2.73,1.64
