stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,12.26,629.31,0,4.09,0,0,0,0,0,44.95,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,10.7,3.21,0,43.86,6.42,0,0,0,0,0,0,0,0,1.07,0,5.35,1313.7,2.14,8.56,0,2.14,1.07,0,67.4,32.09,1.07,0,0,13.91,0,0,5.35,0,0,1.07,0,0,0
21Day,2.68,1.34,0,259.68,5.35,0,1.34,0,0,2.68,0,1.34,0,2.68,2.68,1.34,356.05,1.34,16.06,0,1.34,1.34,0,5.35,1.34,0,0,0,2.68,1.34,5.35,1.34,5.35,2.68,0,0,0,0
3Month,0,0.64,0.32,246.36,0,0.64,0.32,0.32,0.64,0.96,0,6.4,1.92,0,3.2,12.16,3.2,1.28,3.84,0.64,0,0.96,1.28,0,0,0.32,0.32,0,0,1.92,34.55,0,0,0,0,0.32,13.76,0.64
22Month,0,2.73,0,8.2,0,0,0,0,0,1.09,1.09,9.84,0,0,1.09,0.55,1.64,0.55,8.75,0,0.55,1.09,0,0,0,0.55,0,0.55,0.55,0,64.51,0,0,0,0,0,0,0
