stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,8.17,0,4.09,28.6,0,0,0,16.35,138.94,0,8.17,0,0,0,0,4.09,0,0,0
72hpf,2.14,2.14,0,1.07,1.07,0,0,0,0,0,0,0,3.21,2.14,0,11.77,0,0,0,2.14,16.05,0,19.26,0,0,1.07,1.07,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,1.34,17.4,0,1.34,0,1.34,2.68,0,6.69,0,2.68,0,0,0,0,0,0
3Month,0.32,0.64,0.96,7.68,0,0.96,1.28,1.6,0,6.4,3.2,4.48,1.28,0.96,3.52,3.2,0.32,0.64,1.6,0.64,0,0.96,0.32,0.32,135.02,0.32,0,0,0.96,39.03,3.52
22Month,0,2.73,0.55,0.55,0,0,0,0,0.55,7.65,0,2.73,0,0.55,0.55,0.55,0.55,0,0,0,0,0,0,0,45.92,0,0,0,0,0.55,0
