stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,73.56,0,0,0,0,0,8.17,0,0,0,0,0,0,3931.12,16.35,4.09,16.35,0,0,0,4.09,16.35,151.2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,7.49,0,174.38,0,6.42,0,0,0,5.35,0,0,0,0,0,0,683.6,83.44,1.07,7.49,0,17.12,0,18.19,60.98,32.09,6.42,0,6.42,1.07,0,0,1.07,0,0,0,0,0,0
21Day,57.56,5.35,22.76,654.54,0,147.24,0,14.72,0,990.51,0,0,85.67,4.02,38.82,9.37,1177.91,215.5,5279.17,101.73,1.34,1.34,12.05,1.34,151.25,45.51,263.69,2.68,78.97,44.17,0,0,4.02,9.37,26.77,4.02,0,0,14.72
3Month,5.44,31.67,27.2,686.61,1.92,0,19.52,1.92,0.96,9209.1,63.35,0.64,542.63,111.02,3.84,239.64,1954.25,75.19,411.45,79.67,18.56,1.6,32.95,147.5,10.24,1.6,139.18,7.36,8.64,33.91,0.96,46.07,11.2,0.64,0,0.32,19.84,57.27,62.71
22Month,1.64,10.93,32.25,661.45,1.09,0,4.92,2.73,0,8933.98,78.72,8.2,451.54,20.77,6.01,264.58,439.51,14.21,138.3,53.03,1.64,15.31,16.4,25.15,3.83,0,208.28,9.29,0.55,21.87,0,4.37,12.03,3.28,0,0,0.55,0,21.32
