stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,29.95,5.35,0,19.26,10.7,20.33,0,0,0,0,0,0,0,0,2.14,0,11.77,39.58,8.56,26.74,0,0,1.07,1.07,246.05,128.37,0,3.21,8832.2,2.14,0,29.95,1.07,0,5.35,0,0,0
21Day,13.39,2.68,1.34,41.49,1.34,13.39,0,2.68,0,0,0,0,0,0,12.05,6.69,9.37,33.46,18.74,42.83,0,0,5.35,0,18.74,8.03,0,1.34,2781.47,21.42,0,0,6.69,10.71,1.34,2.68,0,4.02
3Month,0,2.24,0.96,14.72,0,0,0.32,0.32,0,2.24,7.36,0,29.76,11.84,2.56,6.72,1.28,4.8,25.6,5.12,3.84,0,0.96,0.64,0.96,0,0.96,0.64,630.62,0.96,7.36,0.64,0,0,0,1.6,1.28,9.92
22Month,0.55,6.56,1.09,14.76,0,0,0,0.55,0.55,6.01,45.37,7.65,92.93,5.47,6.01,9.84,0,1.64,44.28,12.03,2.19,6.01,1.64,0.55,1.09,0,1.09,0.55,69.97,0,3.83,68.33,2.19,0,0,1.64,0,9.84
