stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,32.69,0,0,0,0,0,0,0,0,0,0,0,49.04,12.26,216.58,20.43,0,0,0,20.43,44.95,32.69,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,5.35,3.21,1.07,0,0,0,0,0,0,0,1.07,0,25.67,155.12,4.28,1.07,0,2.14,1.07,14.98,35.3,5.35,0,0,0,3.21,0,0,0,3.21,1.07,0,0,0,0,0
21Day,6.69,8.03,1.34,314.56,0,16.06,0,1.34,0,0,0,16.06,5.35,17.4,54.88,52.2,68.27,70.94,16.06,0,0,4.02,8.03,80.31,6.69,0,5.35,0,9.37,10.71,0,0,0,12.05,10.71,1.34,0,0,80.31
3Month,0.32,9.92,8.96,335.31,0,0,3.84,0.32,12.8,10.88,0,1695.09,24.64,0.32,114.54,20.48,11.52,28.48,14.08,2.56,5.44,2.88,26.56,3.2,0.32,2.24,1.92,0,0.96,20.48,0.96,8.32,1.6,0.64,0,0.32,8.64,7.04,57.59
22Month,1.09,14.21,2.19,86.37,0,0,6.01,0,6.01,3.28,3.83,1171.48,16.95,2.73,162.36,6.01,1.64,35.53,11.48,0,82,1.09,2.73,3.83,0,1.64,2.73,1.09,0,1.09,0,0.55,1.64,8.2,0,0.55,0,0,47.56
