stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte
24hpf,122.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,20.43,12.26,0,0,0,0,0,0,0,0
72hpf,41.72,0,0,2.14,0,0,0,0,0,0,0,0,0,4.28,0,9.63,0,0,26.74,17.12,0,1.07,2.14,0,0,14.98,0,0
21Day,117.79,0,2.68,2.68,2.68,1.34,0,0,1.34,0,4.02,1.34,0,1.34,1.34,16.06,0,4.02,6.69,4.02,0,1.34,2.68,2.68,0,9.37,0,0
3Month,1.92,0.32,0.64,0,0,0,0.32,0,3.84,1.28,0,0,0,0.32,0.32,2.88,0.32,0.32,0.64,0,0.32,0.32,0,0,0.64,0.32,0.32,5.12
22Month,0.55,0.55,1.09,0,0,0,0,1.09,8.2,0,0,1.09,0.55,0.55,1.09,2.19,0,0.55,0,0,0,0,0,0.55,0,0.55,0,0
