stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,8.17,12.26,0,0,0,0,0,118.51,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,6.42,2.14,5.35,0,0,0,0,0,0,0,0,0,0,2.14,14.98,1.07,8.56,0,0,0,0,28.88,27.81,0,1.07,8.56,0,0,0,0,0,0
21Day,0,2.68,0,8.03,0,5.35,0,1.34,0,0,0,0,0,0,4.02,1.34,0,5.35,5.35,13.39,0,0,1.34,0,13.39,5.35,1.34,1.34,5.35,1.34,0,1.34,0,0,1.34
3Month,0.32,1.92,0.64,24.64,0,0,0.32,0.32,4.8,6.72,0,0,60.15,7.36,0.64,12.48,6.08,8,10.88,4.8,0.64,0.32,3.2,2.56,0.64,0.64,0.96,0.64,0,1.28,10.24,0.32,2.56,5.44,10.88
22Month,1.64,2.73,0,9.84,0,0,0,0.55,2.73,13.67,6.56,0,62.87,4.92,2.19,12.03,0.55,2.19,12.57,9.29,0,1.09,2.73,0,0.55,0,2.19,1.64,0,1.09,1.64,0.55,0.55,0,4.92
