stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,49.04,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,0,0,20.33,4.28,3.21,0,0,0,1.07,0,0,0,0,0,8.56,200.05,0,12.84,0,1.07,0,2.14,8.56,3.21,0,0,0,7.49,0,0,9.63,0,0,0,0,0,0
21Day,4.02,4.02,1.34,350.7,0,6.69,0,5.35,0,4.02,0,0,5.35,1.34,2.68,29.45,954.37,4.02,30.79,0,0,1.34,0,14.72,17.4,0,1.34,0,6.69,9.37,0,1.34,4.02,8.03,2.68,0,0,0
3Month,0,0.32,0.64,275.48,0.32,0,0.96,0,0.64,7.04,0,0,39.35,6.72,3.84,17.92,68.15,3.52,4.48,1.28,0.32,0.64,0.64,2.24,0.32,0.32,0.32,0,0,2.56,1.92,0.32,0,0,0.64,1.6,1.92,3.84
22Month,0,1.64,1.64,89.65,0,0,1.09,0,0,4.92,7.11,0,215.93,1.09,2.73,8.2,15.31,1.64,5.47,0,3.83,0,0,0.55,0.55,1.64,0.55,0.55,0.55,0.55,0.55,0,0.55,0,0.55,0.55,0,1.09
