stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,134.85,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,151.2,0,0,0,0,0,0,0,0,0,0,0
72hpf,70.61,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,0,4.28,6.42,0,22.47,0,0,9.63,0,221.45,8.56,1.07,0,7.49,0,0,3.21,0,0,0,0,0
21Day,18.74,0,0,14.72,12.05,0,1.34,0,8.03,1.34,0,2.68,0,1.34,0,1.34,4.02,2.68,42.83,0,0,52.2,1.34,278.41,6.69,33.46,0,10.71,2.68,1.34,0,4.02,2.68,2.68,0,1.34
3Month,0,1.6,0.32,9.28,0,0.32,0,0,10.24,3.84,0,31.67,3.2,0.64,4.8,1.28,6.4,2.24,9.28,2.24,0,4.16,1.6,2.56,0,32.63,0,0,1.92,9.6,0,0,0,70.71,373.7,4.48
22Month,0,6.56,1.09,16.95,0,1.09,0.55,1.09,12.03,6.01,13.12,169.46,2.73,3.28,18.04,0,4.92,7.11,39.91,1.64,8.75,4.92,0.55,6.01,0,71.07,3.83,0.55,1.64,5.47,2.73,0.55,0,18.59,1.09,3.28
