stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,5.35,0,53.49,25.67,9.63,2.14,0,0,0,1.07,0,0,0,10.7,63.12,0,71.68,0,2.14,8.56,1.07,2448.75,139.07,0,2.14,52.42,0,4.28,4.28,2.14,3.21,21.4,0,0,0
21Day,18.74,21.42,1.34,112.44,20.08,48.19,6.69,0,0,0,6.69,0,6.69,16.06,14.72,68.27,12.05,97.71,0,0,20.08,0,1986.38,68.27,6.69,6.69,40.16,48.19,13.39,22.76,24.09,46.85,4.02,0,0,9.37
3Month,0,0.96,0.32,8,0,0,0,0.96,1.28,0,10.24,1.92,0,2.56,11.84,3.52,0.96,3.84,1.28,0,0.96,0.32,12.48,0.64,0.64,0,0.64,1.6,41.91,0.32,0,0.32,0,0,17.28,0.32
22Month,1.09,0.55,0,5.47,1.09,0,0,0,1.64,0,28.43,0,0,2.73,7.65,1.64,1.64,3.83,0.55,0.55,0.55,0,28.97,0.55,1.64,1.09,0,0,12.03,2.73,0,0,0.55,1.09,0,1.09
