stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,4.28,0,0,0,0,66.33,2.14,0,0,3.21,1.07,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,0,0,1.34,0,1.34,0,0,0,0,0,0,0,0,2.68,0,13.39,0,0,2.68,0,111.1,0,0,0,6.69,1.34,0,0,1.34,1.34,0,0,0,1.34
3Month,0,1.28,1.28,15.36,0.32,0,0.96,0,2.56,9.92,0,46.71,10.56,0.32,7.36,1.28,4.16,17.92,4.16,0.64,0,1.92,1.92,1.92,0,1.6,0.96,0,3.2,0.32,4.16,0,0,0,1.92,3.52,1.6
22Month,0,1.64,0,2.73,0,0,1.09,1.09,0.55,23.51,0.55,48.65,7.65,1.09,7.11,0,1.09,16.4,5.47,1.09,1.64,2.19,0,2.19,0.55,0,3.28,0,0.55,0,1.64,2.19,0,0,0,0,1.09
