stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,12.26,0,0,0,0,4.09,0,0,0,0,0,0,28.6,363.69,8.17,40.86,0,4.09,0,0,32.69,143.02,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,24.61,6.42,0,71.68,1.07,10.7,0,0,0,0,0,1.07,0,0,0,155.12,2504.38,4.28,37.44,0,4.28,0,0,160.47,86.65,0,0,0,36.37,0,0,8.56,1.07,1.07,3.21,0,0,0
21Day,66.93,5.35,6.69,1139.09,0,64.25,0,17.4,0,4.02,1.34,33.46,6.69,34.8,20.08,934.3,8348.43,26.77,161.96,0,2.68,17.4,2.68,149.92,64.25,4.02,4.02,0,53.54,46.85,4.02,8.03,25.43,53.54,5.35,0,0,14.72
3Month,0,36.15,2.56,534,0,0,0.64,0.32,63.67,4.16,0,21.44,5.44,0,5.44,93.43,19.2,5.44,3.52,0.96,0,2.24,0.64,0,0,0.64,0.32,0,0,2.88,5.44,0,0,0,0.64,1.6,1.92,4.16
22Month,0,7.11,3.83,148.14,0,0,0.55,1.64,27.33,7.11,3.28,271.69,1.64,1.64,8.75,51.39,5.47,6.01,5.47,0.55,11.48,0.55,0,3.28,0,0,0.55,0.55,0.55,0.55,1.09,0,0.55,0,0,0.55,0,1.09
