stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,77.64,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0,1.07,0,6.42,0,0,0,0,9.63,13.91,0,0,0,1.07,0,0,0,12.84,0,0,0,0,0
21Day,0,1.34,2.68,2.68,2.68,0,0,0,0,34.8,0,0,10.71,1.34,0,0,1.34,5.35,5.35,0,0,0,0,5.35,1.34,0,0,0,0,1.34,0,2.68,6.69,0,0,0,0,0
3Month,4.48,20.48,8.32,91.83,0.32,13.44,1.28,0.32,25.92,5157.58,0,159.33,2945.13,2.24,60.47,14.08,38.71,135.66,46.71,7.36,0.64,20.48,16.32,8.64,1.28,7.68,3.84,0,2.56,40.95,11.84,56.31,2.56,0.32,0.64,20.8,53.43,24
22Month,15.31,77.08,10.93,100.58,0,187.5,3.28,0,34.44,23964.25,17.49,532.99,2578.02,22.41,72.16,11.48,18.59,4917.71,87.46,2.73,37.72,25.69,0,15.31,1.09,20.23,23.51,14.76,8.75,45.37,1.09,19.13,28.97,20.23,2.19,7.11,0,66.15
