stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,12.26,0,8.17,0,0,0,0,0,0,8.17,0,0,0,0,12.26,0,0,28.6,0,0,0,0,8.17,98.07,0,0,0,0,0,0,0,0,0,0,0
72hpf,24.61,8.56,0,9.63,3.21,0,0,0,0,0,0,0,0,1.07,0,10.7,4.28,1.07,8.56,0,2.14,1.07,0,20.33,14.98,0,0,0,2.14,3.21,1.07,1.07,1.07,0,0,0
21Day,10.71,1.34,0,5.35,5.35,0,0,1.34,0,0,0,0,0,1.34,0,12.05,1.34,1.34,4.02,0,0,1.34,0,4.02,2.68,0,0,0,1.34,0,2.68,0,0,0,0,0
3Month,1.92,11.52,0.64,11.2,1.28,0.96,0.32,11.2,2.88,0,0,13.44,3.52,0.64,2.56,31.99,2.24,2.56,12.48,0.64,0,2.56,3.2,1.28,0,0,0.64,0,0.32,1.28,120.62,0.32,0,2.24,80.31,4.16
22Month,0.55,13.12,0,4.92,0.55,0,0,2.73,1.09,0.55,0,29.52,0.55,0.55,2.19,2.73,0,0.55,11.48,0,0,1.09,0,1.09,0,0.55,0,1.09,0,0,67.79,0,0,0,0.55,0
