stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,28.6,0,0,0,0,0,4.09,0,0,0,0,0,4.09,16.35,12.26,77.64,0,4.09,0,8.17,77.64,1479.28,0,0,0,12.26,0,0,0,0,0,16.35,0,0,0
72hpf,7.49,4.28,0,29.95,37.44,38.51,0,1.07,0,0,0,0,0,1.07,0,10.7,12.84,6.42,62.05,0,0,1.07,2.14,248.19,282.42,4.28,1.07,0,64.19,1.07,0,51.35,3.21,4.28,5.35,0,0,0
21Day,12.05,0,0,32.12,41.49,53.54,0,4.02,0,1.34,0,0,0,12.05,1.34,0,10.71,8.03,45.51,0,0,14.72,2.68,103.07,69.6,1.34,1.34,0,16.06,2.68,4.02,22.76,2.68,2.68,0,0,0,2.68
3Month,0.32,0.96,0,87.99,10.88,0,0.32,0.32,1.28,5.44,0,21.76,7.36,0.96,7.68,11.52,3.84,6.4,35.19,5.44,0.32,5.76,2.24,133.74,0.64,5.12,1.28,0,1.6,3.52,197.41,0.96,0,0,1.28,4.48,850.75,8.64
22Month,1.09,0.55,1.09,61.77,3.83,0,0,0,1.64,6.01,2.73,69.97,2.73,2.19,3.28,3.83,1.64,6.01,30.61,0.55,2.19,4.37,0.55,53.57,1.64,2.73,23.51,6.01,1.09,0,49.2,8.2,1.09,0,1.09,1.09,6.01,1.09
