stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,1.07,0,1.07,0,0,5.35,7.49,0,0,0,3.21,0,0,0,2.14,0,0,0,0
21Day,1.34,0,0,8.03,0,2.68,0,0,0,0,0,0,0,1.34,0,1.34,1.34,4.02,10.71,0,0,0,0,4.02,9.37,0,0,0,17.4,0,0,0,2.68,0,0,0,1.34
3Month,1.6,15.04,4.16,94.07,0.32,0,4.48,2.88,20.48,19.52,0.32,137.9,13.76,7.68,110.06,10.88,33.59,18.24,24.64,3.2,0.96,7.68,6.08,1.28,0.96,7.04,0.64,0,0.96,5.12,0.32,101.42,0.32,0.32,13.12,6.4,88.95
22Month,0,44.28,6.01,77.62,0,0,3.83,4.37,20.23,30.61,17.49,179.3,12.03,23.51,178.76,6.56,12.03,36.63,38.81,1.09,14.21,13.12,0.55,3.83,1.09,6.56,3.83,1.64,0.55,2.19,0,59.04,3.28,1.09,6.01,0,93.48
