stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,964.39,32.69,0,0,0,0,16.35,0,0,0,0,32.69,106.25,65.38,171.63,0,0,0,44.95,625.22,0,4.09,0,0,0,0,8.17,0,0
72hpf,6.42,0,0,66.33,40.65,6.42,0,0,0,0,1.07,0,0,0,5.35,125.17,0,9.63,4.28,0,0,39.58,95.21,0,17.12,0,0,29.95,0,4.28,0,0
21Day,6.69,0,0,57.56,1.34,4.02,2.68,0,0,0,0,0,0,0,0,8.03,1.34,20.08,0,1.34,0,10.71,56.22,1.34,2.68,2.68,0,0,1.34,0,0,1.34
3Month,0.32,0,0.64,18.56,0,0,0,0.32,0,0,3.2,0.64,0,1.92,1.28,2.24,0.96,0.64,0,0,0.32,0,1.28,0,0,0,6.4,0.64,0,4.48,0.32,0.64
22Month,0,0,0,15.31,0,0,0,0,1.09,0,26.79,1.64,1.64,1.09,0,0,0.55,0.55,0.55,1.09,0.55,0.55,0.55,5.47,0,0,14.21,7.65,0,0.55,0,0
