stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,0,0,0,8.17,69.47,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,2.14,2.14,0,0,0,3.21,0,0,1.07,0,0,2.14,2.14,4.28,0,0,0,41.72,18.19,0,0,3.21,0,0,2.14,0,0,0,0
21Day,1.34,4.02,1.34,12.05,22.76,0,14.72,0,0,1.34,2.68,29.45,1.34,1.34,2.68,4.02,13.39,0,2.68,0,28.11,13.39,0,1.34,6.69,2.68,0,0,2.68,0,0,4.02
3Month,0.32,1.6,0.32,7.04,0,0.64,1.28,0.32,74.23,11.2,34.55,6.72,8.32,0.32,2.24,13.12,6.72,1.92,0,2.56,0.96,0,0.32,0.96,0,2.56,4.16,0,0,0.64,1.92,7.36
22Month,0,3.28,0,2.73,0,2.19,3.28,0.55,110.42,14.76,19.68,14.21,2.73,0,1.09,12.57,4.92,1.09,1.09,0,0,0,0,1.09,0.55,0,1.09,0.55,0.55,0,0,5.47
