stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,5.35,6.42,0,0,0,0,0,0,0,0,0,1.07,2.14,2.14,13.91,0,0,1.07,0,12.84,5.35,0,0,12.84,0,0,5.35,0,0,0,0,0
21Day,4.02,0,0,12.05,0,5.35,0,0,0,0,0,0,0,5.35,0,4.02,10.71,4.02,17.4,0,0,0,1.34,5.35,9.37,0,0,13.39,1.34,2.68,2.68,0,1.34,0,0,2.68
3Month,0.64,3.84,0.96,35.51,0,0,1.28,0.64,2.24,8.64,0,44.79,6.72,0.96,10.56,9.6,32.63,34.23,15.68,5.12,0.96,2.24,8.64,3.52,0,0.96,0.64,0.64,2.24,46.07,0,0,0,2.24,1.92,11.2
22Month,0,9.84,6.01,48.65,1.09,0,1.09,0.55,3.83,27.88,9.84,114.8,3.83,4.37,11.48,4.92,16.95,37.17,21.32,0,3.28,3.83,1.64,2.73,0.55,6.56,0.55,1.09,0.55,6.01,2.19,1.64,0,0.55,0,13.12
