stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,5.35,0,1.07,0,1.07,24.61,2.14,0,1.07,0,1.07,2.14,1.07,0,0,0
21Day,0,0,0,6.69,0,0,2.68,0,1.34,0,1.34,0,1.34,0,0,2.68,1.34,2.68,0,0,2.68,0,32.12,2.68,0,0,0,4.02,33.46,0,0,1.34,1.34
3Month,0.32,1.28,0.96,14.4,0.32,1.28,0,0.64,5.76,0,16.96,5.12,0,7.04,1.92,3.84,5.44,3.2,1.92,0,0.64,1.28,0.96,0,0.64,0.64,0,6.08,543.59,0.32,2.88,145.26,1.28
22Month,0,0,0,2.73,0,0,0,1.09,5.47,1.09,11.48,0.55,0,1.64,0,0,3.83,0.55,0,0,1.09,0,1.64,0,0,0,8.75,0.55,108.78,0,0,1.64,0.55
