stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,61.3,0,0,0,0,12.26,592.53,0,0,28.6,0,0,0,0,0,0,0,0
72hpf,12.84,11.77,0,2.14,1.07,12.84,0,0,0,1.07,0,0,0,0,0,2.14,7.49,5.35,294.19,0,1.07,5.35,0,95.21,81.3,1.07,1.07,528.48,0,0,9.63,0,2.14,0,0,0
21Day,14.72,6.69,0,12.05,1.34,8.03,0,0,0,0,0,4.02,0,4.02,0,0,5.35,0,392.19,2.68,0,28.11,0,10.71,9.37,0,0,291.8,18.74,1.34,2.68,4.02,0,0,0,1.34
3Month,0.96,0.32,0.32,3.84,0,0,1.28,0.32,1.28,1.92,0,6.72,1.28,0.32,3.84,0.32,0.64,0.32,82.87,25.92,0.32,0.32,0.32,5.44,0.32,0,0,0.96,0,7.68,0.32,0,0,2.56,1.6,1.6
22Month,0,1.64,0.55,3.28,0,0,0.55,0,0.55,5.47,1.64,32.8,2.73,0.55,4.37,0,1.09,5.47,78.17,2.73,2.19,1.09,0,1.64,0,1.64,0,0,0,4.92,0.55,0,0,0.55,0,0.55
