stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,200.23,20.43,0,580.27,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,12.26,551.66,0,0,0,0,228.84,1111.5,0,0,0,77.64,0,0,0,0,4.09,0,0,0
72hpf,92,3.21,0,126.24,2.14,4.28,0,0,0,0,0,0,1.07,0,1.07,0,6.42,32.09,0,161.54,0,0,5.35,1.07,40.65,26.74,0,1.07,0,514.57,0,0,1.07,0,2.14,0,0,0
21Day,113.78,1.34,0,84.33,0,20.08,0,4.02,0,0,1.34,0,1.34,0,1.34,1.34,1.34,46.85,4.02,453.76,0,0,4.02,0,20.08,16.06,0,1.34,0,495.26,20.08,0,0,4.02,1.34,0,0,1.34
3Month,0.96,2.24,0,14.08,0.64,0,0,0.32,3.84,0.96,9.6,0,12.16,3.84,0,3.52,0.32,8.32,3.2,229.72,75.83,0,1.92,0,0.64,0.32,4.8,0,0,26.88,2.24,54.39,0.32,0,0,0.64,7.36,2.88
22Month,0,1.09,0.55,2.73,0,0,1.09,0.55,2.19,0.55,3.28,2.19,49.2,2.19,1.09,2.73,0,0.55,2.73,225.77,9.29,1.09,1.09,0,1.64,1.64,4.37,0,5.47,16.4,1.09,56.31,0,0,0,0,0,1.64
