stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,53.12,4.09,0,0,0,0,0,20.43,0,0,0,0,12.26,24.52,4.09,81.73,0,0,0,0,28.6,600.7,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,12.84,6.42,14.98,0,2.14,0,0,0,0,0,0,0,0,0,4.28,22.47,0,56.7,0,0,0,0,32.09,65.26,2.14,1.07,0,46,0,0,13.91,0,3.21,0,0,0
21Day,2.68,1.34,72.28,1.34,2.68,0,2.68,0,0,0,0,0,0,2.68,0,17.4,2.68,50.86,0,0,9.37,0,16.06,24.09,1.34,1.34,0,14.72,1.34,0,1.34,0,2.68,0,0,4.02
3Month,0,5.76,76.47,0,0,0.32,2.88,3.52,0.32,0,8.64,1.28,0,2.88,1.28,44.15,6.4,33.59,15.04,0.32,4.8,1.28,0,0.64,0.96,0.96,0,0.64,1.6,9.6,0.32,0,0.32,8.96,2.24,3.2
22Month,0,7.65,35.53,0,0,0,3.28,2.73,7.11,0,25.69,1.09,1.09,2.19,1.64,16.4,9.29,91.29,2.19,1.64,3.28,0,1.09,0.55,2.19,1.09,1.09,0,0.55,6.56,1.64,0.55,0.55,2.73,0,1.64
