stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,14.98,1.07,0,1.07,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0
21Day,0,0,0,5.35,4.02,0,1.34,0,1.34,0,5.35,0,9.37,5.35,0,14.72,33.46,2.68,0,0,0,0,1.34,2.68,5.35,0,0,0,4.02,1.34,0,1.34,0,0,2.68
3Month,0.32,0.64,7.68,8.64,0,1.28,0,2.88,6.72,0,440.57,4.8,0.96,86.39,1.28,4.48,128.94,21.44,5.44,0.32,2.56,5.76,0.32,0,0.96,0.32,0,0.32,5.12,2.88,0,0,0.96,6.72,15.36
22Month,0.55,3.28,7.65,11.48,0,1.64,0,2.73,4.37,21.32,746.73,1.64,4.37,112.61,0,2.73,79.26,23.51,0.55,4.37,1.64,0.55,0,0,1.09,1.09,1.64,0,0,5.47,0.55,0.55,0.55,0,3.83
