stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,57.21,0,0,0,0,0,4.09,0,0,0,0,4.09,0,24.52,24.52,0,0,0,0,24.52,179.8,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,3.21,0,3.21,0,201.12,0,1.07,0,0,0,0,0,0,0,0,5.35,9.63,1.07,5.35,0,3.21,2.14,0,29.95,14.98,0,1.07,0,10.7,2.14,2.14,0,0,0,3.21,0,0,0
21Day,18.74,1.34,4.02,45.51,2.68,922.25,0,346.68,0,4.02,0,0,6.69,4.02,18.74,12.05,0,13.39,8.03,32.12,0,0,4.02,1.34,41.49,13.39,0,1.34,0,18.74,21.42,0,10.71,1.34,13.39,4.02,0,0,9.37
3Month,0.32,1.92,2.24,41.91,0.32,0,7.04,5.76,5.12,23.04,0,0,96.3,3.84,3.2,24.96,6.72,33.59,8,13.76,2.56,0,1.28,6.4,1.6,0.32,1.28,1.28,0,0.96,2.24,27.2,0.96,0,0,0.32,3.52,5.76,13.44
22Month,0,2.19,2.19,30.07,0,0,6.01,2.73,4.92,19.13,6.56,0,170.56,1.64,3.83,20.77,0.55,13.67,20.23,6.56,0,2.73,1.09,0,0.55,0,1.09,0.55,3.28,0,0.55,4.37,1.09,0,0,0,0,0,6.01
