stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,4.09,0,0,0,0,0,0,4.09,0,0,0,0,69.47,28.6,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,2.14,0,19.26,1.07,0,0,0,0,0,0,0,0,0,0,8.56,57.77,33.16,2.14,0,2.14,0,0,70.61,11.77,1.07,2.14,0,5.35,0,1.07,18.19,5.35,1.07,4.28,0,0,0
21Day,10.71,1.34,1.34,120.47,0,6.69,0,0,1.34,1.34,0,0,4.02,0,1.34,0,60.23,33.46,10.71,0,1.34,4.02,1.34,40.16,4.02,2.68,10.71,0,5.35,13.39,0,16.06,14.72,4.02,4.02,0,0,0
3Month,0.32,1.92,2.88,87.67,0,0,1.6,0.32,8.32,2.56,0,0,426.49,3.84,22.72,4.8,19.52,28.8,10.24,1.6,1.6,3.2,2.88,2.56,0.64,5.76,6.72,0,0,8.64,5.44,1.6,0.32,0,0.32,0.64,1.92,1.6
22Month,0,1.64,3.83,38.81,0,0,1.64,0,5.47,3.83,3.83,0,372.27,3.83,27.33,2.19,10.93,38.27,8.75,0.55,16.4,2.73,0,2.19,0,5.47,10.39,0.55,0,0.55,2.19,3.83,8.75,0,0,0,0,0.55
