stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,16.35,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,0,0,5.35,0,10.7,0,0,0,0,17.12,1.07,0,1.07,3.21,0,0,1.07,0,0,0,0,0
21Day,4.02,2.68,0,2.68,0,2.68,0,0,0,0,0,1.34,0,0,1.34,0,6.69,0,28.11,0,0,2.68,0,18.74,0,1.34,0,6.69,1.34,0,0,1.34,1.34,0,0,0
3Month,0,3.52,0.96,12.16,0,0,0,0,1.28,0.96,0,17.28,2.56,0.64,6.4,3.84,3.52,1.28,10.24,1.92,0.32,1.92,2.88,0.32,0.32,0.32,0,0.32,0.32,5.76,0.64,0,0.64,0.32,2.24,1.6
22Month,0,1.09,1.64,8.2,0,0,0.55,0.55,0.55,5.47,3.28,57.95,3.83,0.55,14.21,0.55,1.09,3.83,8.2,0,1.09,0.55,0.55,3.28,0,3.28,0,0,0,0.55,1.64,0.55,0.55,0,0,1.64
