stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,0,24.52,0,0,0,0,20.43,106.25,0,0,8.17,0,0,0,0,4.09,0,0,0
72hpf,5.35,6.42,0,17.12,0,1.07,0,0,0,0,0,0,0,0,2.14,23.54,2.14,26.74,0,1.07,1.07,0,16.05,34.23,0,0,22.47,0,0,5.35,0,0,0,0,0
21Day,5.35,1.34,1.34,40.16,0,4.02,2.68,0,0,0,0,0,1.34,1.34,1.34,5.35,4.02,36.14,0,0,2.68,0,8.03,22.76,2.68,0,13.39,5.35,0,4.02,1.34,0,0,0,2.68
3Month,0,3.2,0.32,27.84,0.32,0,0,3.84,0.32,0,18.56,1.92,0.32,4.8,0.32,10.24,3.52,8.32,2.88,0,0.96,0.96,0,0,5.12,0,0,0.96,14.72,0,0,0.32,3.2,13.76,2.88
22Month,0,2.73,0,13.67,0,0,0,2.19,1.09,4.37,46.47,0.55,0.55,5.47,0,3.28,2.73,7.65,0,0,1.09,0.55,1.09,0.55,3.28,0.55,1.09,0,0.55,1.09,0,1.09,0,0,1.09
