stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,28.6,1679.51,0,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,13.91,0,0,3.21,0,4.28,0,0,0,0,0,0,0,0,0,1.07,18.19,2.14,11.77,0,0,1.07,265.31,539.17,2.14,0,9.63,266.38,0,0,180.79,0,1.07,0,0,0,0
21Day,2.68,0,0,17.4,1.34,16.06,0,1.34,0,0,0,25.43,0,4.02,0,0,2.68,8.03,20.08,0,1.34,0,46.85,274.4,0,2.68,5.35,464.47,0,0,131.18,1.34,6.69,0,0,0,1.34
3Month,0,1.92,0.32,8.64,0,0,0.32,0,0.32,3.52,0.32,272.6,3.2,0.32,3.84,0.64,2.24,2.24,2.24,0.64,0.96,0.64,0,1.28,2.56,0.32,0.32,140.46,0.32,0.96,0.32,0,0,0,0.32,3.2,2.88
22Month,0,0,0.55,1.64,0,0,0,0,0,0,1.09,54.12,0,0,1.64,0,0,1.09,0.55,0,0,0,0,0,0,0,0.55,74.35,0,2.19,1.09,0,0,0,0,0,1.09
