stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,17.12,0,0,8.56,627.97,0,5.35,0,0,0,0,0,0,0,0,2.14,0,6.42,0,0,0,0,19.26,6.42,0,0,1.07,1.07,0,1.07,0,0,0,0,0,0
21Day,62.91,1.34,20.08,74.96,1149.8,0,251.64,0,1.34,0,8.03,0,6.69,60.23,44.17,137.87,4.02,21.42,0,1.34,8.03,0,24.09,12.05,9.37,1.34,238.26,26.77,0,4.02,2.68,12.05,2.68,0,0,6.69
3Month,17.28,0.32,9.6,66.55,0,9.92,5.12,4.48,1.28,0,9.6,3.52,1.6,10.24,297.87,15.04,2.56,27.52,2.88,0,12.16,9.92,0.96,2.88,6.4,0.32,0,0.64,3.52,0.64,0,0,0,0.96,1.28,3.2
22Month,4.92,0.55,1.09,39.36,0,9.29,10.93,0.55,3.83,1.64,14.76,1.64,2.73,2.19,306.13,7.11,2.19,30.61,3.28,1.64,14.21,2.19,0,0.55,2.19,0,0,1.64,0,0,0,0,0,0.55,0,3.83
