stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,0,0,0,0,0,0,0,1.07,49.21,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,20.08,1.34,0,0,0,0,0,1.34,0,2.68,12.05,0,0,0,0,0,0,0,0,0,0,1.34,0,0,1.34,0,0
3Month,0.32,99.18,0,1.28,0.32,0,4.8,2.24,0,0.64,4.48,3.2,0,0.96,0.32,0.32,0.64,0.32,0,0.32,0.64,0,0.32,0.32,0,0,1.28,0.64
22Month,0,0.55,0,0,0,0.55,8.2,0.55,0,1.64,0,0,1.09,0.55,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0
