stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,0,5.35,0,0,2.14,0,77.02,9.63,159.4,1.07,0,20.33,0,0,1.07,1.07,0,0,0
21Day,0,0,0,5.35,1.34,0,0,0,0,0,0,0,0,1.34,0,0,13.39,0,16.06,0,0,1.34,2.68,8.03,2.68,87,0,0,2.68,0,0,1.34,0,0,0,0
3Month,0,1.6,0.64,47.99,0,0,0,0,2.56,8.96,0,52.47,6.72,0.32,45.11,3.2,8.64,13.76,8.96,0.32,0.32,0.64,4.16,0.96,1.28,1372.26,0.64,0,0.32,2.56,95.34,1.28,0,0.96,3.2,7.36
22Month,0.55,31.16,1.09,48.11,0,1.64,0.55,0.55,2.73,34.44,4.37,67.24,2.19,5.47,22.96,1.09,4.92,18.04,21.87,0.55,4.37,1.09,0,1.09,1.09,4320.76,2.73,0.55,28.97,2.19,2.19,2.19,8.2,0,0,6.56
