stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,12.84,0,0,0,0,0,0,0,0,0,0,23.54,0,0,0,0,0,0,22.47,3.21,4.28,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,0,1.34,0,0,0,0,0,0,1.34,0,0,20.08,0,0,0,0,0,0,1.34,57.56,16.06,1.34,0,0,0,2.68,0,0,0,0,26.77,0,0,0
3Month,2.56,3.84,42.23,62.39,0.32,0,5.76,0.64,0,36.47,21.76,0,181.73,27.52,1.92,2597.35,4.8,20.8,10.56,18.56,6.08,0.64,10.88,2314.51,4.8,0.64,4.8,4.16,0,0.96,22.72,25.6,1.6,0.64,56.63,7.04,78.07,20.48
22Month,1.64,7.65,42.64,39.36,0.55,0,2.19,0,1.09,39.91,16.95,9.29,828.73,7.11,1.64,4402.76,1.09,2.19,7.65,19.13,1.64,4.37,7.11,203.9,1.09,0.55,1.64,3.83,3.83,0,0,4.92,2.19,1.64,17.49,1.09,0.55,4.92
