stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53.12,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,36.78,16.35,20.43,0,0,0,0,20.43,49.04,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,8.56,3.21,0,11.77,0,1.07,0,0,0,0,0,0,0,0,7.49,53.49,3.21,11.77,0,1.07,1.07,0,11.77,6.42,0,0,10.7,0,1.07,2.14,0,1.07,2.14,0,0,0
21Day,8.03,1.34,0,38.82,1.34,1.34,1.34,0,0,0,4.02,0,1.34,8.03,2.68,42.83,8.03,8.03,0,0,10.71,0,2.68,0,0,1.34,4.02,5.35,0,0,1.34,1.34,0,0,0,1.34
3Month,0.32,3.52,0.64,16.32,0,0,0,3.2,4.16,0,25.6,4.48,0.64,11.52,1.92,2.88,6.72,3.84,1.28,0,2.88,3.2,0.64,0,0.64,0,0.32,1.6,8.96,0,0,0,0,4.8,3.2,1.92
22Month,0,4.37,2.73,7.65,0,0,0,3.28,7.65,4.92,34.44,1.09,0.55,18.59,1.09,0.55,1.64,2.19,0.55,0.55,1.09,0.55,0,0,0.55,0.55,0,0,3.28,0,0,0,0,0,0,0
